id,set
970426616171942794,train
970609818915402386,train
970699807150245013,test
970764866818900088,train
970803949725406531,test
970903636669265872,train
970997180714426992,train
971044539529937669,train
971741172812975026,train
972069854525371607,train
972707735223486397,train
972881581699506802,train
972881902586050327,test
972884598150283922,train
972905991198463248,train
972928912143698998,train
973151040520236566,train
973171385470517929,train
973583520048735925,test
973640880380078767,train
973818673770700573,train
973966369102515504,train
974572014742640368,test
974673417774675485,train
974750657737005986,train
975163346594546085,test
975215450105675415,train
975276312331034571,train
975500812751010040,train
975774020994003156,train
975792256452091642,train
975792565728024221,train
975793177779389127,test
975793497348980188,train
976031800529622056,train
976689266021963041,test
976723968111168376,test
976849460250707279,train
976853672647489127,train
976919433562846837,train
977865171635709996,train
977955829875871924,train
978087447684888777,train
978182834257135575,train
978185515134531816,train
978283538492115762,train
978301141668519386,test
978683864653232726,train
978684783110845154,test
978685762465581204,train
978695156131731196,train
978697142004347501,train
978698834444168839,train
978699868834705419,train
978702804981040679,train
978705432059803163,train
978707519974381319,train
978710240881756127,test
978711264438592022,train
978712208436164974,test
978728216946991522,test
978745226800319007,test
978791369216444023,train
978829391155103596,train
978891854820386176,train
979029509643576237,train
979037253713162829,test
979052332452473212,train
979054720686998493,train
979329701767681454,train
979394943253152771,train
979426536214082055,train
979443291396386841,train
979526676093486333,train
979658141533483116,test
980196320550624507,test
980823581841184888,train
980845878573503775,train
980911162110151558,test
980964542903432366,train
982258947782075499,test
982334154625762391,train
982367361386907314,train
983052524828854384,test
983186984784171158,test
983254405286828599,train
983751169511529701,test
983784519458755853,train
983850321394391538,train
983858149024021667,train
983867873304735726,train
983870161142388193,train
983874288160135853,train
983925631347303057,test
984003563609077785,train
984506344332894693,test
984537669074342349,train
984594184105299949,train
984806212481376557,train
984944922120776917,train
985362325522194535,train
985414285834321028,train
985614225157342175,train
985882226557074198,train
986135453695600446,test
986732470342068814,test
986786492135799920,train
987003069397264013,test
987320338456952601,train
987519010803160980,train
987644424111492993,train
987681568498555388,test
988067505174843837,train
988073664367671801,train
988253194418512414,train
988295095170256133,test
988311384204644656,train
988865069359139315,train
988887931481837871,train
989450248800134522,train
989726134952158613,train
989920664737468976,train
990284346492492687,train
990424015488444022,test
990440585775151125,train
990573472076989257,train
990656434072416178,test
990703499619757956,train
991121556468335019,test
991121890093788286,train
991825698983910455,test
991948933896244613,train
993328289530289022,train
994217277975250479,train
994857652827989415,train
994880620444719258,train
994957895017914212,train
995286562779778225,train
995401897371124702,train
995526805255092691,train
995527471639419758,test
995527772476705021,train
995528093116437324,train
995528443565854270,test
995529427879047759,test
995529820779384319,train
996110167745683025,train
996788552352159803,train
996870299765562314,train
997680232428115861,train
997794778761639504,train
997802887084661307,train
998361990112184495,test
998362325729369711,test
998365516163530999,train
998391363973941063,train
998424485816331681,train
998580714781681988,train
998923244053272989,train
999011260846581878,train
999011626486450574,train
999112137422551897,train
999162052343658391,train
999347385468724241,train
999379983894074419,test
999731806391201567,train
999887636948405914,train
999893885802864483,train
999902075817917571,test
1000559812481253026,train
1000722737936547823,train
1000722893957493888,train
1000726740232847995,train
1000732148145914173,train
1000818672409575764,test
1001290007116863894,train
1001310402962956956,test
1001310767150131941,train
1001412488144742968,train
1002046339773007413,train
1002251970736849290,train
1003461490591550735,test
1003550005926760880,test
1003550014251405426,train
1004329998758542872,train
1004454780293034887,train
1004826150768088047,train
1004867494720082208,train
1004960122897339453,train
1005577400558866130,train
1005596567370846650,train
1005601515937305762,test
1005663259332160339,train
1006288106268551755,train
1006363629503914037,train
1006526890769949261,train
1007823218052973592,train
1007836635450206065,train
1007960506907122688,train
1008080963060018150,train
1008787703961004413,train
1009239484480765860,train
1009293357972839001,train
1009333985223408786,train
1009921849091038037,train
1009931649941287600,train
1009947815168772656,train
1010022669573340258,train
1010095666544602511,train
1010154908554158091,test
1010605879935195618,train
1010622920895444106,train
1010839830100638877,test
1011511620573285351,test
1011541280011940219,test
1011711804619187850,train
1011735260949312503,train
1013149927080465117,train
1013163231104328617,train
1013187278364711910,train
1013416863091419138,train
1013569332086381906,train
1013674890138248954,train
1013813842499692894,train
1013843898981791898,train
1013875516662824542,test
1014183226285285905,train
1014185572480172209,train
1014185988316911825,train
1015033216222797031,test
1015073056842200650,train
1015751367539130667,test
1015775907488474327,train
1015784046195962453,train
1015854855934774453,train
1015856966123008136,train
1015857395460992949,train
1015858970125449659,train
1015867096565024941,test
1015879249578929490,train
1015883664162233318,train
1015884445657478456,train
1015887091174497537,train
1016117104569828264,test
1016364308394505126,train
1016416538293383867,train
1016416663679900860,train
1016416780856819545,test
1016470978175116038,train
1016491617134050615,train
1016491862656770916,train
1016507879226379809,train
1016511173026933791,test
1016515988099460004,train
1016522520490657959,test
1016525687008446860,train
1016578084553507756,test
1016800494683320175,train
1017300714991086956,train
1017362426341006105,train
1017395777190519314,train
1017402136198604032,train
1017434149838031867,train
1017623492387574745,test
1017820637266410381,train
1018495612313454367,test
1018824076418388455,test
1019337324447784299,test
1019360371680235243,train
1019770974237854955,test
1019978788602618092,test
1020065450805139139,train
1020184914406723927,train
1020349693704447651,test
1020376781216303565,train
1020848627089764561,test
1020902984024560737,train
1021064122459611630,train
1021414753485416342,train
1021570018421874003,train
1021636095162682784,train
1021681447251344062,train
1021728149823505825,train
1021818247192460536,train
1022393278623768231,train
1022510628936227967,train
1022581833510166344,train
1023051459681538895,train
1023242605203063841,test
1023651416698279258,train
1023718667101709431,train
1023742324160869925,test
1023793109539717362,train
1023798153366309891,train
1024084998045737747,train
1024342997417448327,train
1024530443045121693,train
1024800699517541161,test
1024842915491092017,train
1025333201447813245,train
1025487884977404621,train
1025902951822781853,test
1025978855292546849,train
1025992615676671296,train
1025998073309299947,train
1026086502203441989,train
1026113473486876598,test
1026135163115265247,train
1026142445891538991,test
1026145439833271487,train
1026148562825362672,test
1026648957736974239,train
1026716724584465499,train
1026738531203043326,train
1026870185149409159,train
1027362900230673217,test
1027950517074879711,train
1028233458536518838,train
1028379087489584188,train
1028746069347704435,train
1028777648938817091,train
1028791075158974983,train
1028876494516603742,train
1028885967275555669,test
1028886609344919190,test
1028904872726256352,train
1028945847518547440,train
1028957500387849848,train
1028963055976766923,train
1028964485008042189,train
1029011709993914915,train
1029444021210800310,test
1029454812599394200,test
1029535431648698690,train
1030091612466056615,train
1030197518380231327,test
1030203828756790675,test
1030296929760259199,train
1030309021966109601,train
1030400560109592240,train
1030467719621051422,test
1030505298138450870,train
1030897006756721148,train
1030939892060293645,train
1030977774648108300,train
1031004806669478248,train
1031054269482753042,train
1031289309407368307,train
1031613426370662223,train
1031678493335963803,train
1031794711702143998,test
1031813712082592943,train
1031820420877707397,train
1032480915993112743,train
1033194368650781248,train
1033333115880941944,train
1033389053096639313,test
1033464347802765831,train
1033763391075156737,train
1033880784352790087,train
1033997335467089655,test
1034022483815232316,train
1034532804767380392,train
1034594067790242581,train
1034665825236371167,test
1034836316144652017,train
1034837593686527488,train
1035383124428136148,train
1035426706565098399,train
1035493789735740124,test
1035917455779412200,train
1035955414016444346,train
1036136771158738176,train
1036200996605773806,train
1036312371485057109,train
1036673830664535798,test
1036713675688706764,train
1036721074087086235,train
1036901304408926321,test
1036902971706422886,train
1037112133685115655,train
1037470988884621617,test
1037570055462304476,train
1037622960575355218,train
1037709243088297415,test
1038488940488419432,test
1038803632060873892,train
1038945172538510792,train
1039055085841982387,train
1039150311277547002,train
1039244811435565027,train
1039586641698079046,train
1039600148739238628,train
1039709337375906815,train
1039756155180858075,train
1039788698093936651,train
1039981487520207775,train
1040297039907450901,test
1040321621709668304,train
1040324536075093251,train
1040398991269273979,train
1040440569171760539,train
1040498620534658130,train
1040544729415769188,test
1040671718863711728,train
1041047791601882817,train
1041162422081030481,test
1041209820517732092,train
1042045413385336860,train
1042713654587423165,train
1042838749958754579,train
1043328677870738151,train
1043493970890592728,train
1043552887218608966,train
1043960168726363335,train
1044057605329253360,train
1044213797889447092,train
1044266778754676614,train
1044620294834434360,train
1044628265112365536,train
1044683682299129613,test
1044862371289584666,test
1045724881227878118,train
1045745055585498689,train
1045770937210053049,train
1046047893342301220,train
1046120214422820860,train
1046180684430149887,train
1046189906957761570,train
1046220336894036720,train
1046223860054622744,test
1046224148012983761,train
1046277672130298965,train
1046307714964265788,train
1046346136975164417,train
1046563943277302860,train
1046876734395035976,train
1046965646177010560,train
1047699954004282260,test
1047840033620830820,train
1049081468356551619,train
1049142503996436557,test
1049209317553187092,train
1049251357871161053,train
1049391586434394481,train
1049406291021535100,train
1049597831167500396,test
1049918120952696850,train
1049949874694131812,train
1050061877849092541,train
1050087674554501207,train
1050134327804232834,train
1050424535012234861,train
1050518864738159602,train
1050552008603289410,test
1050563480003527713,train
1050596513338100729,train
1050735427363801704,train
1050774452610730560,train
1050797788655392455,train
1051280579360529013,train
1051291868189275578,test
1051372704878090798,train
1051422549703339965,train
1052028023565294889,test
1052050583849696480,train
1052059446422797670,train
1052109745197564370,train
1052541605853259851,train
1052864131091515722,train
1053435183471237100,train
1054121215895069627,train
1054140363541625734,test
1054275611703176302,train
1055068766018713203,test
1055558724491498426,test
1055626771172725060,train
1055697452883493133,train
1055700373321607221,train
1055741276512737101,train
1055746491460468407,test
1055766037758774572,train
1056304896280986840,test
1056310824036308774,test
1056422879991854914,train
1056469293160656301,train
1056516647590389851,train
1057037604333636639,train
1057037926032211107,train
1057166639635406656,train
1057401011469788323,train
1057663356963520913,test
1057804500580600263,train
1057810384404731982,train
1057974537697513773,train
1057988716562111618,train
1059228191172038135,train
1059319208683328173,train
1059493232362350027,test
1059807592609829588,test
1059989859731356234,test
1060072094941688326,train
1060099290468211062,train
1060128931646683155,test
1060800464216039617,test
1060810058187325599,train
1061428101930450005,train
1061463371205384379,train
1061576861210136690,train
1061576947692034557,train
1061577030170808010,train
1061577118166877426,train
1061577209877758186,train
1061613744087500226,train
1061729289192411629,train
1062692556395115227,test
1062736383006080757,test
1062996724116035533,train
1063092087820668342,train
1063555547362150483,train
1063706470275316536,train
1063778302992114548,test
1064342235550660801,test
1064478174903599838,train
1064506549124335295,train
1064617839709831509,train
1064635560081750500,train
1065090522552841031,train
1065167436467363698,train
1065337889165175404,test
1065350273275557215,train
1065688487944064548,train
1065742825647430607,train
1065750598125434517,train
1065767763528781735,test
1065767991292361850,train
1066641196227035034,train
1066700616308697452,train
1066742710842868324,train
1066796495811017372,train
1067205893980095680,test
1067255733826613148,train
1067321588571353791,train
1067369865383860809,train
1067431159880276940,train
1067457802464449449,test
1068072105758792624,train
1068131631738032722,train
1068269469539089324,train
1068618455575887863,train
1068808508269736172,train
1068957417302702114,train
1069319700158091488,train
1069330674821088154,train
1069369790058455388,test
1069472396380797087,train
1069625634449718490,train
1070860656367174572,test
1070866171368096612,train
1071128678553600308,train
1071626349544551742,train
1071644493726390499,train
1071654509606077535,train
1071709261507708665,test
1072248291239284944,train
1072585204593781257,train
1073011078428531954,train
1073145789335470533,train
1073160758892484294,train
1073171966820835835,train
1073182927456326775,train
1073829501625153504,test
1073839298676235039,train
1073953540356564098,train
1074466199824869876,train
1074490694846968342,train
1074523170815725996,train
1074554910608356368,train
1074676122085446804,train
1075154126755625488,test
1075256603704816590,train
1075302038105939026,test
1075336519335154569,train
1075884419335725799,train
1076046053377987493,train
1076046241733584837,train
1076111193244282371,test
1076707548881726647,train
1076770389691040948,train
1076778069646440206,train
1076793715992457824,train
1076979429260492815,test
1077469284847556004,train
1077821615931533951,test
1077962724536472823,train
1078041753772432931,train
1078095000335062379,train
1078141635196603289,test
1078306663891454852,train
1079088659583604853,train
1079125385143422920,train
1079536566174452354,test
1079561032976313939,train
1079607776597400589,test
1079634029327345477,train
1079660728006036210,train
1079682789486132135,train
1079729877769822412,train
1079750572939214496,test
1079814721625862007,train
1080198254054575244,test
1080532963511559589,train
1080550983419728052,train
1080568854927428210,train
1080951506173980843,train
1080982724689923685,test
1081051310947420131,train
1081260507674313316,train
1081268309156072110,train
1081373049142109426,train
1081519468529024199,train
1081712908504023640,train
1081865026766736483,train
1082348067317396988,train
1082440379500549728,train
1082444838100102050,test
1082497162264363568,train
1082506661871605924,train
1082511976310730923,train
1082517899174606390,test
1082639105629057783,train
1083394299010567718,train
1083573569778633519,train
1083884388003281048,train
1084579394659765551,test
1084593939239596785,train
1084607050986372394,test
1084892861805682277,test
1085274644116227612,train
1085314077755107955,train
1085406679967497267,train
1085420427828492998,train
1085431105675454806,train
1085436224624986656,test
1085442484565763490,train
1085443369723074168,train
1085448104301002487,train
1085484270889276300,train
1085598885587680078,train
1085992479620638958,test
1086001083148448825,train
1086010154298013451,test
1086015751095314754,train
1086022606279124403,train
1086028760615687492,train
1086032829802097818,train
1086039478537321119,train
1086075900093515197,train
1086081661151472044,train
1086085478540429094,train
1086385381069620109,train
1086828929990846641,train
1086834552147756093,test
1086834911697938680,train
1086835202411649378,train
1087404094181034109,train
1088501536142233960,train
1088971692273798382,train
1088989026547588172,test
1089080280962748200,train
1089599548357132872,train
1089641903170798527,test
1089675867485347136,train
1089771979438308847,train
1089805091142683084,test
1089850221076479375,train
1090023481575463540,train
1090497676281137785,train
1090548781323960795,test
1090701832697969451,train
1091049401714739246,train
1091054818180499638,train
1091085120110893702,train
1091240840479712923,train
1091282855678818428,train
1091305467027362834,train
1091391884851811350,train
1091799230553429601,train
1091832549137371323,train
1091873635038967035,train
1091884435587099503,test
1091905691449377431,train
1091930417582343582,train
1092609884573650134,train
1092702878909992868,test
1092718760979643748,train
1092723111680073243,train
1093183641789784952,train
1093185727377247916,train
1093249492547130155,train
1093332047313959316,train
1093487777629181025,train
1093532963311772756,train
1093539576725450151,train
1093545039265137174,train
1093549575666437867,train
1093554465663260250,train
1094193214636923697,test
1094217423852610184,train
1094269515845154731,train
1094295373335288269,train
1094597524537374236,train
1094965028825182819,train
1095552891982442238,test
1096201717497278454,test
1096250876336497093,train
1096289801290008731,train
1096343616019487560,train
1096379226791724824,train
1096384933976503863,train
1096866983845743431,train
1096980721669343804,train
1097012836803764658,train
1097078987924505689,test
1097094696496002319,train
1097102778032447969,train
1097124971775341744,train
1097182946566899815,train
1097577186343800258,train
1097649870237763884,train
1097701977131695565,test
1098344102022219470,train
1098349584301999328,train
1098350598539055310,train
1098497452751289000,train
1098549072889880800,train
1099199437761150845,train
1099342718748118516,train
1099345025107928638,train
1099354984388589029,test
1099358608060567032,train
1099404106302844707,train
1099834390506071999,train
1099849503876168022,train
1099852594584694022,train
1099856296329199232,train
1099856734299113615,train
1099859656668862356,test
1099862201422281184,train
1099948196774459383,train
1099948502642353915,train
1100033249670651214,train
1100147066666216822,test
1100336457750675016,train
1100549356947964090,train
1100920669839618841,train
1101198721882872798,train
1101262430704683915,test
1101392998155272909,train
1101465952016111173,train
1101550747976004580,test
1101560118723696448,train
1101617227673514538,train
1101693520339082805,test
1101961899514577099,train
1102057043244503402,test
1102079318028329110,train
1102154289806652485,train
1102272642935452724,train
1102731737539984554,test
1102743009810274516,train
1102927892824035460,train
1103346291993995162,train
1103362957786218462,test
1103635649292759170,train
1103655106876130639,train
1103707748098200614,train
1103740828318095406,train
1104108401285853407,train
1104135356762321965,train
1104144856535851322,test
1104181282366628023,train
1104191533136132301,train
1104195660082439512,train
1105072304101475482,train
1105562254030599426,test
1105657582719809302,train
1105699400018346522,train
1105778955748079495,train
1105874143831649531,train
1106275088089093074,test
1106462178448509114,train
1106550316021741954,train
1106636836839331069,test
1106960570410105037,train
1106960903313965208,train
1106962580842535747,train
1107068843238730146,train
1107127820534249476,train
1107182779567632407,train
1107298370548666445,train
1107843935593950706,train
1107882888371916628,train
1107884622087623885,train
1107925356396302553,train
1108067924080740751,train
1108451159357083537,train
1108517574977596555,train
1108557160802504607,train
1108736862251555490,test
1108810404316016033,test
1108834412388904912,train
1108845113911895656,train
1108845196795317596,train
1108857555292720021,test
1109239621716446801,train
1109285096502691545,train
1109468874804058014,train
1109479919099137762,test
1109486884627472137,train
1109920109394839879,train
1109989808625411298,train
1110082117885225557,test
1110150478444917646,train
1110204293370208544,train
1110249106471422605,test
1110268302631547116,train
1110295507236149003,train
1110298608004081620,train
1110319617545934123,test
1110335559639954157,train
1110661473592178367,train
1110661742500528932,train
1110662063448671013,test
1110690658626370636,train
1110738988513470852,test
1110780047883988053,train
1111567132715131033,train
1111713587414785748,train
1112062685619040786,train
1112124345828718869,train
1112219223479509727,train
1112771480988290098,test
1112911788958101510,train
1112912125975766074,train
1112912388910241580,train
1112941980287880671,train
1113436366756041081,train
1114150791748654516,train
1114210319139375230,train
1114316530010440113,train
1114465934731735135,train
1114478631634514220,train
1114495782424259173,train
1114502347195595546,train
1114506111488766752,train
1114921541790586289,test
1115027454465465224,train
1115032840574598575,train
1115044630616784138,test
1115049040493162568,train
1115287315808022621,train
1115290984330793055,train
1115621117565124179,train
1115685361500050609,train
1115734708581966507,train
1115740960267575981,train
1115784184641116010,train
1115843453878616278,train
1115866388898304611,test
1115950148586647482,test
1116015686996492889,train
1116437421304201141,train
1116468044881809939,train
1116591273925318726,train
1116831351612995648,train
1117274900848996114,train
1117341615831888252,train
1117344215339014328,train
1117418824135366013,train
1117461323667616122,train
1117489702353576375,train
1117524935379296860,train
1117887447208102363,test
1117897638651797664,train
1118128551347674037,train
1118178013862156351,train
1118234105605367886,train
1118321790145595944,train
1118693775976466690,train
1118753274500141421,test
1119367077207791656,test
1119398787867419721,train
1119427122487104073,train
1119442747857416072,train
1119458426957907679,test
1119605013130596352,train
1120134530820323952,train
1120288055433572949,train
1120402392711980874,train
1120637206699677325,test
1120718873327548181,train
1120811858951697611,train
1120867728005390380,train
1120995053527134682,train
1121124282060814528,train
1121618296511559365,train
1121627789224951139,train
1122162502946102153,train
1122206759991629658,train
1122357506653553820,train
1122366075221311453,train
1122540298195313232,train
1122568798355002991,train
1122581801649011753,train
1122964949972356712,train
1123204210926982000,train
1123383729460847373,train
1124058103574150013,train
1124383510701067128,train
1124497146217977040,train
1124564574338468310,train
1125126188633880163,train
1125171266665495214,train
1125307679514213477,train
1125324070334696985,train
1125343736457175865,train
1125473671995458320,train
1125485718740226183,train
1125492855945930693,train
1125880662586950111,train
1125924750521735942,train
1125942098189280090,test
1126044300318752074,test
1126132411963397363,train
1126528233340373529,test
1126697438171100092,train
1126715777728337542,train
1126846976809159464,train
1126877399823168031,train
1127287479060547886,test
1127456971896795496,train
1127529565674738041,train
1127604970222666191,train
1127629068789278689,train
1127946208576008671,train
1127961627267509387,train
1127972116395289227,train
1127999559496929545,train
1128002122470034647,train
1128091905893875885,train
1128110158947854731,train
1128117863044594886,train
1128124077167225270,test
1128127667049319249,train
1128133503021427311,train
1128137184491246224,train
1128144753560623167,train
1128165292964796729,test
1128165487346067902,test
1128176873810295467,train
1128269735458899525,train
1128389350225179130,test
1128410646873314021,train
1128714263967602952,train
1129011736655298690,train
1129348876520268156,train
1129374367859186650,train
1129776017486307465,train
1129784089450387204,test
1130136788928850525,train
1130206758194098582,test
1130224648929954690,train
1130262360981895528,test
1130292978164168626,train
1130323016080147146,train
1130502154822475390,train
1131017799063774341,train
1131031326497843400,train
1131209614195052403,train
1131615920345249258,train
1131692549156539593,test
1131726922142942581,train
1131902078941758036,train
1131971135273158548,train
1132329367395836971,train
1132410768017495589,train
1133054564781533769,train
1133182796541471329,test
1133898885689179681,train
1134273634483354578,train
1134497888196454625,train
1134562686709958303,train
1134656087320660433,train
1134723162614915702,train
1134863960187972303,train
1135255618674289233,train
1135341254366802181,train
1135444157643757043,train
1135469412675383491,train
1135487546980423693,train
1135496191415649521,train
1135496849875179244,test
1135496996167970500,train
1135497315341815646,train
1135958514504020687,test
1135961156415549724,train
1135963161309580355,train
1135963451269216102,train
1136053744698083099,train
1136119926326624275,train
1136139708607991935,train
1136333413032279286,train
1136430084478679253,test
1136807598693303961,train
1136841708902868061,train
1136997416471600481,train
1137073655593434208,train
1137109690049122018,train
1137776878165025862,train
1138073980239700997,train
1138178501684020453,train
1138300975556397869,test
1138309240411164412,train
1138328811906130226,test
1138339926130410087,test
1138353405431325328,test
1138896441713908052,train
1139123444931933436,test
1139724476038199374,test
1139770837673152303,train
1139954658709823032,train
1140471686937005014,test
1140564895520806425,test
1140574899469646971,train
1140576893247711765,train
1140998815118506752,train
1141090070459517153,train
1141268909999324174,train
1141350404645287615,train
1141392562342264608,train
1141827850047916008,train
1142511828649197800,train
1142559240989280120,train
1143209870792223896,test
1143306076073478989,train
1143356797295540150,train
1143965182690681184,train
1144212829079606426,train
1144218131268799546,train
1144763779895456864,train
1144871109877188022,train
1144986321755976065,train
1145367364146372959,train
1145424901866661622,train
1145466454316582085,train
1145496847214227209,train
1145526663754751988,train
1145563098705986776,train
1145635409085191341,train
1145645996253114037,train
1145733140917602648,train
1145767811310316026,train
1147120799340181445,train
1147203957994247201,train
1147507234206680122,train
1147577325817808644,train
1147616733405194204,train
1147675606635201494,train
1147790894472616644,train
1148536471118370431,train
1148956897639649475,test
1149080661081304642,train
1149122695527525633,train
1149166915060721780,train
1149290662671206506,train
1149327244554948426,train
1149346714748893443,train
1149412238763981338,train
1149434434951097425,train
1149717043776464493,test
1149770046284778034,train
1149957108705005675,train
1150006272268927007,train
1150043967956351092,train
1150067265000582281,train
1150187037799517595,train
1150522348572513424,test
1150578770334570272,train
1150681238762380149,train
1150698402058912681,test
1150793679060960172,train
1150848755877203376,test
1151177889484931729,train
1151181333221674328,train
1151188256067275968,train
1151238671362783563,train
1151363656121695488,train
1151492385648709088,train
1151602841841467381,train
1151636580958943551,train
1152005281365665208,train
1152005336662662599,train
1152005388018300809,test
1152005438977751856,test
1152005497205506753,train
1152005551648843331,test
1152005601547129801,train
1152005650183927198,test
1152005701323902872,train
1152005761587998986,train
1152005812432181833,train
1152005869719071867,train
1152005922766824225,train
1152005970107609539,train
1152006028547489806,train
1152012491193507684,train
1152013042055663020,train
1152269116584554986,test
1152377967537863582,train
1152958098642987351,train
1153022711051383388,test
1153397172107040596,train
1153457093549600015,test
1153504559302601131,train
1153584980980000519,train
1154145272330414507,test
1154178428551636523,test
1154751858684917592,test
1154866133842117143,train
1155572973174609820,train
1155641202354536501,train
1155679542466018758,train
1155713858707252821,train
1155779820953649310,train
1156157422855022448,train
1156248255061191925,train
1156301020809319794,train
1156309164080700770,train
1156314006041355773,train
1156399810600230011,train
1157015580138134850,train
1157039785783407352,train
1157084558340907258,test
1157091906375946993,train
1157092174752316620,train
1157098579643354741,train
1157157824462472659,train
1157207396910760409,train
1157593913836874969,train
1157707258895657389,train
1157863259207383381,train
1158510360155160597,test
1158555051110985719,train
1158869407556711196,train
1159108389909151409,train
1159201734381226584,train
1159397355957690159,train
1159548181146748735,train
1159585091340801395,train
1159859371008090922,test
1159934666663234375,train
1160005353307590051,train
1160190802958821255,train
1160701330427499508,train
1160828954841001945,train
1161074841431780837,test
1161591202710121934,train
1161619774430273754,train
1161675091348484581,train
1161702428461547920,train
1162087911576592009,test
1162100809432590438,train
1162120680748466012,train
1162140795024884880,test
1162142616960425874,train
1162162707893414308,test
1162164016027964062,train
1162165319436473698,train
1162181459866278554,train
1162182220952491069,train
1162182799654682245,train
1162183114444441021,train
1162183430605421062,train
1162183963265581266,train
1162186988440732066,train
1162262677672381178,train
1162359728092059718,train
1162460671510322369,test
1162679081435384926,train
1162797223501545156,test
1162840202238535837,train
1163295671989569697,train
1163577342362340007,test
1163589720186876018,train
1163638057163122395,train
1163670634919077328,test
1163709087996552561,train
1163780833089426180,test
1164178830365850569,train
1164389024426702185,test
1165127852723710215,test
1165210165308088808,test
1165218925506375682,train
1165227481829107407,train
1165325779498072642,train
1165448095176463414,train
1165622214468446876,train
1165913015468052403,train
1165976294114943296,train
1166057732228100696,train
1166415500194323943,train
1166429151300530583,train
1166486193905245666,train
1167156301403053007,train
1167288311968188692,train
1167366291321215498,train
1167387880549609242,test
1167415475812373810,train
1167490229050040631,train
1167499749881446727,train
1167614592522512874,train
1168036523747077165,train
1168103907537910743,train
1168806918993315901,train
1169020265770819584,train
1169215850289461732,train
1169384989219677631,train
1169411354841095964,train
1169504897983255007,train
1169507824806085340,train
1169601806718220031,train
1169962068674839026,train
1170167256861570796,test
1170253108892401592,test
1170742456080659228,train
1170854007740646859,train
1170910287082407116,train
1170942297275587409,train
1170945591607184854,train
1170980132585493436,train
1171017684783227256,train
1171019560508745603,test
1171818287194975779,train
1171894898591520670,test
1171913875436449157,train
1172248683526256301,train
1172279730005196740,train
1172284246580385171,train
1172363541942934189,train
1172377069525683372,test
1172431080955868883,train
1172468847858504087,train
1172663533199374698,test
1172901156569213465,train
1172910313029063674,train
1172942769652607438,train
1173017507804688960,train
1173131686369315331,train
1173397423856896096,train
1173627869724929936,train
1173630649159860318,test
1173687269970913954,train
1173695912975844611,train
1173704495125621284,train
1173720194896164224,train
1173777883907524696,train
1173778267087689685,train
1173793634235131423,train
1173838315961162457,train
1173914531751649660,test
1174037120702248439,train
1174145543245593703,train
1174576099912827244,train
1174710239163813698,train
1174770974893135749,train
1175259038743385300,train
1175345017949728956,train
1175456528646587467,train
1175489093358086077,test
1175847485822500736,train
1175917914687528746,test
1176154385939888615,test
1176175473290017944,train
1176178226335596939,train
1176611691318249533,train
1176854188239370901,train
1176951553727709319,train
1177264755577425849,train
1177428408700135259,train
1177626854896158810,train
1178022377792155104,train
1178031139351814455,train
1178042557701098296,train
1178139626848661068,train
1178278262649886437,test
1178400455175197544,train
1178874742526956407,train
1178916759134383360,test
1179133218729213457,train
1179133938972909908,test
1179547009402764811,train
1179604608155404246,train
1179759368671886461,train
1180500277238060495,train
1180544104341920535,train
1180603969613199933,train
1181047742310482304,train
1181080233424857972,train
1181089582358885513,train
1181170144864390324,test
1181307575609697957,train
1181315027192847731,test
1181730600910460196,train
1181883242523688727,train
1181979091838046551,train
1182306377910050047,train
1182328605680612545,train
1182394700102969753,train
1182396203178229776,train
1182397966736749967,train
1182409272070268307,test
1182421366995780344,train
1182435035023787880,test
1182478073367462638,test
1182554899934495081,train
1182628358410309303,train
1182696650240026889,train
1183121355694797293,train
1183255152110054406,train
1183398720488090166,train
1183828557978996178,train
1183900265782878594,train
1183941128374898613,train
1184030434760397420,train
1184652131618302828,train
1184878138863599585,train
1185300372861195128,train
1185353563869607940,train
1185362314531639408,train
1185371951337071545,train
1186045720989982354,test
1186093112119139316,train
1186198403705585599,train
1186272166891222141,train
1186371056470810648,train
1186687061448500354,test
1186815887957943578,train
1186818127998253545,train
1186915826917087424,train
1187012671051955087,test
1187852331224100834,test
1188228734883325164,train
1188235303253843746,train
1188256454206026066,train
1188326096260895085,train
1188343701113112852,train
1188451579812803108,train
1188507107579542864,train
1188546116109538042,test
1188847175090202946,train
1189053437285636646,train
1189142740533086211,train
1189159489378813959,train
1189159963596662703,train
1189235358069279342,train
1189504358448368696,train
1189636367417368404,test
1190359635841572314,test
1190365662394819313,test
1190457814967092304,train
1190952177328173572,train
1191033331807899605,train
1191077154879193547,train
1191098611972613608,train
1191147320550134464,train
1191170483930849390,test
1191202822171988666,train
1191228362145599862,test
1191281324328810351,test
1191284075980030718,train
1191291423556032905,train
1191296383886077774,train
1191301281629725384,train
1191433119042983103,train
1191752691934849758,test
1191947640272924121,train
1191973045288376266,train
1191974699728469898,train
1192187641054518551,train
1192209705692655818,test
1192490896410731383,train
1192611357694870786,train
1192612995679613633,train
1192746271401731198,train
1192864243957059340,test
1193218850844213277,train
1193350870138433001,train
1193559110353938411,train
1193677415074320444,train
1193945628745797461,train
1194081483967541768,train
1194082942897821679,train
1194108406205324381,train
1194117145583251842,train
1194746461930396249,train
1194771481914136226,test
1195676775216661163,train
1195730479153120858,train
1195752528327543281,train
1196078782155310270,train
1196110227915089405,train
1196247235467215306,train
1196332550880137580,train
1196376845756002912,test
1196392469976086264,train
